time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-12-13T00:24:25.710Z,37.3,15.438,11.1,5.6,mw,,,,1.4,us,usp0004j1w,2022-04-28T19:30:07.919Z,"20 km ENE of Augusta, Italy",earthquake,,3.1,,,reviewed,us,hrv
1990-11-27T04:51:36.420Z,43.895,16.641,10,5.1,ms,,,,1.3,us,usp0004heq,2022-04-28T19:34:05.063Z,"14 km N of Hrvace, Croatia",earthquake,,,,4,reviewed,us,us
1990-11-27T04:37:58.590Z,43.853,16.633,24,5.6,mw,,,,1.1,us,usp0004hep,2022-04-28T19:33:59.415Z,"10 km N of Hrvace, Croatia",earthquake,,,,,reviewed,us,hrv
1990-05-05T07:21:29.540Z,40.775,15.766,10,5.8,mw,,,,1.4,us,usp00048vr,2022-04-28T19:48:37.039Z,"6 km NE of Avigliano, Italy",earthquake,,,,,reviewed,us,hrv
1990-04-24T19:30:40.020Z,42.129,19.131,21.2,5.1,mb,,,,1.2,us,usp00048ds,2014-11-07T00:46:11.620Z,"3 km N of Stari Bar, Montenegro",earthquake,,2.7,,9,reviewed,us,us
1990-04-03T22:02:37.100Z,43.419,17.387,10,5.1,mb,,,,1.3,us,usp00047e3,2022-04-28T19:50:52.619Z,"5 km NNW of Grude, Bosnia and Herzegovina",earthquake,,,,13,reviewed,us,us
1989-03-17T00:50:53.230Z,41.237,19.891,26.9,5.1,mb,,,,1.4,us,usp0003szu,2014-11-07T00:43:49.428Z,"7 km WNW of Krrabë, Albania",earthquake,,3.2,,20,reviewed,us,us
1988-08-23T17:38:47.460Z,43.696,17.444,10,5,mb,,,,1.5,us,usp0003kaq,2020-08-28T22:16:20.115Z,"15 km SSW of Rumboci, Bosnia and Herzegovina",earthquake,,,,6,reviewed,us,us
1988-04-26T00:53:44.750Z,42.371,16.603,14.6,5.4,mw,,,,1.1,us,usp0003fch,2022-04-28T20:50:24.168Z,"50 km SSW of Lastovo, Croatia",earthquake,,1.7,,,reviewed,us,hrv
1988-03-26T20:35:13.440Z,40.18,19.89,39.2,5,mb,,,,1.3,us,usp0003eby,2022-04-28T20:52:36.581Z,"15 km NE of Himarë, Albania",earthquake,,3.4,,28,reviewed,us,us
1988-01-09T01:02:46.700Z,41.246,19.63,24,5.9,mw,,,,1.3,us,usp0003bx3,2022-04-28T20:55:36.553Z,"9 km NE of Kavajë, Albania",earthquake,,,,,reviewed,us,hrv
1987-09-04T16:42:49.190Z,43.242,13.874,18.6,5.1,mb,,,,1.2,us,usp000383d,2020-08-28T21:30:13.433Z,"8 km E of San Tommaso Tre Archi, Italy",earthquake,,2.5,,21,reviewed,us,us
1987-07-03T10:21:57.990Z,43.254,13.936,12.4,5.1,mb,,,,1.2,us,usp000369k,2020-08-28T21:24:17.352Z,"13 km ENE of San Tommaso Tre Archi, Italy",earthquake,,1.8,,28,reviewed,us,us
1987-02-13T13:58:07.870Z,40.2,19.823,14.7,5.1,mb,,,,1.5,us,usp00032es,2022-04-27T21:52:24.088Z,"12 km NNE of Himarë, Albania",earthquake,,2.9,,40,reviewed,us,us
1986-11-25T13:59:42.390Z,44.12,16.339,30.2,5.6,mw,,,,1.2,us,usp00030d1,2022-04-27T22:01:12.071Z,"6 km SSW of Bosansko Grahovo, Bosnia and Herzegovina",earthquake,,3.2,,,reviewed,us,hrv
1985-11-21T21:57:14.920Z,41.703,19.388,24.6,5.5,mw,,,,1.3,us,usp0002n1h,2022-04-27T22:32:05.480Z,"21 km SW of Shëngjin, Albania",earthquake,,2.5,,,reviewed,us,hrv
1985-10-27T19:34:57.120Z,36.46,6.761,10,5.8,mw,,,,1.3,us,usp0002m6e,2022-04-27T22:34:39.191Z,"11 km E of Didouche Mourad, Algeria",earthquake,,,,,reviewed,us,hrv
1985-10-20T08:43:10.190Z,44.816,6.638,10,5,mb,,,,0.6,us,usp0002kz7,2014-11-07T00:37:20.221Z,"4 km E of Saint-Martin-de-Queyrières, France",earthquake,,,,1,reviewed,us,us
1985-09-22T14:29:54.210Z,42.913,17.621,23.3,5,ml,,,,1.2,us,usp0002k0b,2014-11-07T00:37:12.025Z,"1 km SSE of Neum, Bosnia and Herzegovina",earthquake,,5.2,,,reviewed,us,lju
1985-08-15T04:28:46.970Z,47.045,18.054,10,5.2,mw,,,,1.3,us,usp0002hrp,2022-04-27T22:40:28.463Z,"2 km ENE of Balatonalmádi, Hungary",earthquake,,,,,reviewed,us,hrv
1985-01-16T23:35:59.090Z,40.76,19.196,23,5.3,mb,,,,1.4,us,usp0002b3c,2022-04-27T22:57:33.224Z,"30 km W of Fier, Albania",earthquake,,3.3,,35,reviewed,us,us
1984-05-13T12:45:55.880Z,42.967,17.734,29.7,5.5,mw,,,,1.2,us,usp00024bq,2022-04-27T23:23:24.886Z,"10 km ENE of Neum, Bosnia and Herzegovina",earthquake,,3.1,,,reviewed,us,hrv
1984-05-11T10:41:49.940Z,41.831,13.961,13.9,5.5,mw,,,,1.2,us,usp000249a,2022-04-27T23:23:12.197Z,"6 km NNE of Villetta Barrea, Italy",earthquake,,1.7,,,reviewed,us,hrv
1984-05-07T17:49:41.660Z,41.765,13.898,10,5.9,mw,,,,1.2,us,usp000246t,2022-04-27T23:22:56.266Z,"3 km WSW of Villetta Barrea, Italy",earthquake,,,,,reviewed,us,hrv
1984-04-29T05:03:00.020Z,43.26,12.558,11.9,5.7,mw,,,,1.3,us,usp00023zg,2022-04-27T23:00:06.916Z,"7 km SW of Stazione di Padule, Italy",earthquake,,1.8,,,reviewed,us,hrv
1984-03-21T01:12:43.620Z,39.419,15.234,281.4,5.2,mw,,,,1.1,us,usp00022tw,2016-11-09T22:07:40.116Z,"57 km WSW of Cittadella del Capo, Italy",earthquake,,1.3,,,reviewed,us,hrv
1983-12-25T02:56:11.870Z,41.956,19.073,11.5,5.3,mb,,,,1.2,us,usp00020sr,2014-11-07T00:34:17.223Z,"12 km WNW of Ulcinj, Montenegro",earthquake,,1.6,,12,reviewed,us,us
1983-11-09T16:29:51.660Z,44.689,10.317,36.9,5.1,mb,,,,1.3,us,usp0001zpm,2022-04-27T23:44:47.491Z,"2 km ENE of Pilastro, Italy",earthquake,,1.9,,31,reviewed,us,us
1983-10-10T03:51:41.030Z,38.658,12.916,11.2,5,mb,,,,1.1,us,usp0001yw0,2014-11-07T00:33:57.497Z,"24 km WSW of Ustica, Italy",earthquake,,3.3,,4,reviewed,us,us
1983-07-21T13:31:22.010Z,45.856,11.334,29,5.1,mb,,,,1.1,us,usp0001wzw,2014-11-07T00:33:30.169Z,"0 km WSW of Tonezza del Cimone, Italy",earthquake,,2.1,,3,reviewed,us,us
1983-01-22T12:41:55.160Z,45.223,7.164,10,5.5,mb,,,,0.8,us,usp0001sg7,2020-08-26T22:24:25.738Z,"4 km WSW of Usseglio, Italy",earthquake,,,,1,reviewed,us,us
1983-01-19T13:24:55.330Z,38.219,19.972,10,5.1,ms,,,,1.3,us,usp0001sd9,2014-11-07T00:32:31.824Z,"40 km W of Lixoúri, Greece",earthquake,,,,1,reviewed,us,us
1983-01-19T05:41:48.070Z,37.892,19.959,14.9,5.3,mb,,,,1.2,us,usp0001scy,2022-04-28T00:16:45.042Z,"54 km SW of Lixoúri, Greece",earthquake,,7.2,,61,reviewed,us,us
1982-11-16T23:41:21.030Z,40.883,19.59,21,5.6,mb,,,,1.3,us,usp0001qyv,2022-04-28T00:21:00.493Z,"11 km SW of Lushnjë, Albania",earthquake,,2,,53,reviewed,us,us
1981-08-13T02:58:11.980Z,44.849,17.312,15.5,5.5,ms,,,,1.2,us,usp0001f8m,2022-04-28T00:56:50.139Z,"Bosnia and Herzegovina",earthquake,,2.3,,8,reviewed,us,us
1981-01-16T00:37:46.800Z,40.945,15.368,15,5.3,ms,,,,,us,usp0001br9,2022-04-28T01:14:03.924Z,"southern Italy",earthquake,,,,,reviewed,us,us
1980-11-30T07:41:58.000Z,40.845,15.328,10,5.1,mb,,,,,us,usp0001b3m,2020-08-26T21:21:13.267Z,"1 km SSW of Nuova Conza della Campania, Italy",earthquake,,,,,reviewed,us,us
1980-11-25T18:28:21.500Z,40.653,15.399,10,5.3,ms,,,,,us,usp0001b0g,2022-04-28T01:21:34.143Z,"0 km S of San Gregorio Magno, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T18:34:53.800Z,40.914,15.366,10,6.9,ms,,,,,us,usp0001ay4,2022-04-28T01:21:13.544Z,"2 km N of Cairano, Italy",earthquake,,,,,reviewed,us,us
1980-05-28T19:51:19.300Z,38.482,14.252,14,5.7,mb,,,,,us,usp00017ry,2022-04-28T01:38:29.656Z,"50 km W of Leni, Italy",earthquake,,,,,reviewed,us,us
1979-12-08T04:06:34.300Z,38.284,11.741,33,5.4,mb,,,,,us,usp00014cu,2022-04-27T14:43:11.590Z,"64 km NW of Favignana, Italy",earthquake,,,,,reviewed,us,us
1979-10-03T22:57:52.000Z,43.53,18.084,10,5.1,ms,,,,,us,usp0001381,2022-04-27T14:50:17.644Z,"13 km SE of Bijela, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1979-09-19T21:35:37.200Z,42.812,13.061,16,5.9,mb,,,,,us,usp000130x,2022-04-27T14:55:52.116Z,"3 km NW of Norcia, Italy",earthquake,,,,,reviewed,us,us
1979-05-24T20:35:30.400Z,42.214,18.859,10,5.1,mb,,,,,us,usp00010v4,2014-11-06T23:22:01.494Z,"6 km W of Petrovac na Moru, Montenegro",earthquake,,,,,reviewed,us,us
1979-05-24T17:23:18.200Z,42.255,18.752,8,6.2,ms,,,,,us,usp00010uu,2022-04-27T15:07:27.680Z,"8 km WSW of Budva, Montenegro",earthquake,,,,,reviewed,us,us
1979-05-21T17:32:10.800Z,43.132,12.862,10,5.1,mb,,,,,us,usp00010sx,2014-11-06T23:22:01.421Z,"central Italy",earthquake,,,,,reviewed,us,us
1979-04-20T19:33:00.900Z,41.842,19.791,10,5,mb,,,,,us,usp0001064,2014-11-06T23:22:00.352Z,"7 km N of Rubik, Albania",earthquake,,,,,reviewed,us,us
1979-04-16T10:04:38.100Z,41.985,19.246,10,5.2,mb,,,,,us,usp000102e,2022-04-27T15:08:51.526Z,"6 km NNE of Ulcinj, Montenegro",earthquake,,,,,reviewed,us,us
1979-04-15T14:43:06.000Z,42.319,18.682,10,5.7,mb,,,,,us,usp000101a,2022-04-27T15:08:44.170Z,"13 km S of Tivat, Montenegro",earthquake,,,,,reviewed,us,us
1979-04-15T10:25:24.200Z,41.927,19.292,10,5.1,mb,,,,,us,usp000100u,2014-11-06T23:22:00.100Z,"5 km E of Ulcinj, Montenegro",earthquake,,,,,reviewed,us,us
1979-04-15T06:19:44.100Z,42.096,19.209,10,6.9,ms,,,,1.1,us,usp000100b,2022-04-27T15:08:38.597Z,"6 km E of Stari Bar, Montenegro",earthquake,,,,,reviewed,us,us
1979-04-09T02:10:20.300Z,41.956,19.023,10,5.3,mb,,,,,us,usp0000zwe,2022-04-27T15:08:07.452Z,"16 km SSW of Bar, Montenegro",earthquake,,,,,reviewed,us,us
1979-03-16T10:46:28.000Z,42.924,12.782,33,5.1,mb,,,,,us,usp0000ze4,2014-11-06T23:21:58.528Z,"5 km NNE of Trevi, Italy",earthquake,,,,,reviewed,us,us
1979-01-20T13:49:59.000Z,38.67,12.86,9,5.2,mb,,,,,us,usp0000yh4,2014-11-06T23:21:55.914Z,"29 km W of Ustica, Italy",earthquake,,,,,reviewed,us,us
1979-01-16T19:27:10.100Z,38.262,15.005,11,5.5,ms,,,,,us,usp0000yf9,2020-08-26T20:11:40.184Z,"11 km NNE of San Giorgio, Italy",earthquake,,,,,reviewed,us,us
1978-12-27T17:46:10.400Z,41.108,13.582,390,5.6,mb,,,,,us,usp0000y56,2022-04-27T15:20:31.696Z,"11 km S of Gaeta, Italy",earthquake,,,,,reviewed,us,us
1978-04-15T23:33:47.200Z,38.391,15.066,14,5.7,ms,,,,,us,usp0000u4g,2022-04-27T15:46:44.193Z,"12 km SE of Lipari, Italy",earthquake,,,,,reviewed,us,us
1978-03-11T19:20:49.100Z,38.104,16.031,33,5.6,mb,,,,,us,usp0000tbq,2022-04-27T15:49:34.586Z,"4 km NW of Samo, Italy",earthquake,,,,,reviewed,us,us
1978-02-16T00:26:33.700Z,43.928,16.915,33,5.1,mb,,,,,us,usp0000szw,2014-11-06T23:21:47.079Z,"13 km NNW of Livno, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1978-02-08T04:10:31.800Z,41.111,14.889,95,5,mb,,,,,us,usp0000svj,2014-11-06T23:21:46.911Z,"3 km WSW of Apice Vecchio, Italy",earthquake,,,,,reviewed,us,us
1977-12-30T17:35:08.900Z,40,15.419,283,5.6,mb,,,,,us,usp0000s9z,2022-04-27T16:03:08.681Z,"4 km E of Marina di Camerota, Italy",earthquake,,,,,reviewed,us,us
1977-12-03T05:39:29.500Z,40.247,19.904,27,5.1,mb,,,,,us,usp0000rwu,2022-04-27T15:59:47.255Z,"11 km WSW of Tepelenë, Albania",earthquake,,,,,reviewed,us,us
1977-09-16T23:48:08.400Z,46.27,12.971,25,5.1,ms,,,,,us,usp0000qpe,2022-04-27T16:12:28.833Z,"4 km NNE of Anduins, Italy",earthquake,,,,,reviewed,us,us
1977-08-28T09:45:14.500Z,38.21,8.209,10,5.1,mb,,,,,us,usp0000qc7,2016-11-09T23:21:08.362Z,"96 km SSW of Sant'Anna Arresi, Italy",earthquake,,,,,reviewed,us,us
1977-08-15T21:10:32.500Z,38.849,16.978,54,5,mb,,,,,us,usp0000q42,2022-04-27T16:14:04.888Z,"7 km SSW of Le Castella, Italy",earthquake,,,,,reviewed,us,us
1977-06-28T07:12:49.300Z,38.63,14.712,261,5.3,mb,,,,,us,usp0000ph5,2016-11-09T22:51:46.221Z,"12 km WNW of Malfa, Italy",earthquake,,,,,reviewed,us,us
1977-01-19T20:46:53.300Z,36.585,8.493,22,5.1,mb,,,,,us,usp0000m8w,2022-04-27T16:40:56.082Z,"13 km NNW of Wadi Maliz, Tunisia",earthquake,,,,,reviewed,us,us
1977-01-13T09:19:06.100Z,43.546,17.101,20,5.3,mb,,,,,us,usp0000m5j,2022-04-27T16:39:56.713Z,"10 km NW of Grabovci, Croatia",earthquake,,,,,reviewed,us,us
1976-11-23T07:30:27.100Z,46.273,13.083,33,5.7,mb,,,,,us,usp0000kek,2020-08-26T01:16:27.441Z,"1 km SSE of Trasaghis, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T09:21:19.100Z,46.322,13.132,17,5.9,ms,,,,,us,usp0000jdt,2022-04-27T16:53:03.532Z,"1 km SSW of Venzone, Italy",earthquake,,,,,reviewed,us,us
1976-09-15T03:15:19.900Z,46.302,13.197,10,6,ms,,,,,us,usp0000jdj,2022-04-27T16:52:55.288Z,"5 km NNE of Isola, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:48:55.900Z,46.227,13.198,10,5.1,mb,,,,,us,usp0000jbe,2014-11-06T23:21:37.144Z,"0 km NNE of Magnano in Riviera, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:35:03.300Z,46.299,13.203,20,5.4,ms,,,,,us,usp0000jbd,2022-04-27T15:44:08.293Z,"5 km NNE of Isola, Italy",earthquake,,,,,reviewed,us,us
1976-09-11T16:31:12.000Z,46.28,13.157,16,5.5,ms,,,,,us,usp0000jbc,2022-04-27T16:52:49.405Z,"2 km ENE of Gemona, Italy",earthquake,,,,,reviewed,us,us
1976-09-06T19:28:13.700Z,46.244,13.028,5,5.2,mb,,,,,us,usp0000j8t,2014-11-06T23:21:37.075Z,"4 km WSW of Osoppo, Italy",earthquake,,,,,reviewed,us,us
1976-07-15T12:58:51.000Z,46.202,13.213,33,5.1,mb,,,,,us,usp0000hc4,2014-11-06T23:21:36.224Z,"1 km S of Tarcento, Italy",earthquake,,,,,reviewed,us,us
1976-06-17T14:28:49.200Z,46.162,12.864,24,6.1,mb,,,,,us,usp0000gxk,2022-04-27T17:02:06.014Z,"1 km WNW of Lestans, Italy",earthquake,,,,,reviewed,us,us
1976-06-01T17:21:11.100Z,46.198,12.776,33,5.2,mb,,,,,us,usp0000gpn,2014-11-06T23:21:35.522Z,"0 km NE of Cavasso Nuovo, Italy",earthquake,,,,,reviewed,us,us
1976-05-23T00:51:12.600Z,46.272,13.135,33,5.1,mb,,,,,us,usp0000gg1,2014-11-06T23:21:35.379Z,"1 km ESE of Gemona, Italy",earthquake,,,,,reviewed,us,us
1976-05-18T01:30:10.100Z,46.212,13.029,33,5.2,mb,,,,,us,usp0000gcz,2014-11-06T23:21:35.311Z,"3 km NW of Majano, Italy",earthquake,,,,,reviewed,us,us
1976-05-17T16:13:17.900Z,46.234,13,34,5.1,mb,,,,,us,usp0000gcs,2014-11-06T23:21:35.306Z,"2 km NE of Forgaria nel Friuli, Italy",earthquake,,,,,reviewed,us,us
1976-05-15T04:26:16.500Z,46.205,13.304,33,5.3,mb,,,,,us,usp0000gbj,2014-11-06T23:21:35.279Z,"1 km NNW of Attimis, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T23:36:46.900Z,46.357,12.844,33,5,mb,,,,,us,usp0000g9v,2014-11-06T23:21:35.142Z,"4 km SSW of Preone, Italy",earthquake,,,,,reviewed,us,us
1976-05-11T22:44:00.200Z,46.27,12.986,11,5.2,mb,,,,,us,usp0000g9t,2022-04-27T17:06:57.222Z,"4 km NNE of Anduins, Italy",earthquake,,,,,reviewed,us,us
1976-05-09T00:53:44.000Z,46.241,13.315,14,5.1,mb,,,,,us,usp0000g7v,2022-04-27T17:06:08.207Z,"2 km WSW of Taipana, Italy",earthquake,,,,,reviewed,us,us
1976-05-07T09:41:19.000Z,46.35,12.945,33,5.9,mb,,,,,us,usp0000g6r,2020-08-26T00:59:03.160Z,"5 km SW of Chiaulis, Italy",earthquake,,,,,reviewed,us,us
1976-05-06T20:00:11.600Z,46.356,13.275,9,6.5,ms,,,,,us,usp0000g5v,2022-04-27T17:05:47.888Z,"3 km SW of Prato, Italy",earthquake,,,,,reviewed,us,us
1976-04-21T20:00:18.900Z,43.403,17.49,32,5.5,mb,,,,,us,usp0000fzw,2020-08-26T00:58:09.488Z,"1 km NNE of Ko?erin, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1976-03-26T22:28:32.300Z,47.575,9.405,33,5.2,mb,,,,,us,usp0000fn5,2020-08-26T00:55:04.226Z,"2 km ENE of Romanshorn, Switzerland",earthquake,,,,,reviewed,us,us
1976-03-05T12:47:06.600Z,43.653,12.39,33,5.3,mb,,,,,us,usp0000faw,2014-11-06T23:21:34.280Z,"2 km WSW of Sant'Angelo in Vado, Italy",earthquake,,,,,reviewed,us,us
1976-02-27T09:58:47.900Z,45.75,12.943,33,5.2,mb,,,,,us,usp0000f88,2014-11-06T23:21:34.223Z,"2 km NW of Lugugnana, Italy",earthquake,,,,,reviewed,us,us
1976-02-22T16:15:17.000Z,44.153,15.718,33,5.2,mb,,,,,us,usp0000f5x,2014-11-06T23:21:34.164Z,"6 km SSE of Obrovac, Croatia",earthquake,,,,,reviewed,us,us
1975-09-16T05:06:18.300Z,41.587,19.311,22,5.1,mb,,,,,us,usp0000ctx,2014-11-06T23:21:32.037Z,"31 km NNW of Durrës, Albania",earthquake,,,,,reviewed,us,us
1975-06-19T10:11:13.600Z,41.696,15.766,16,5.1,mb,,,,,us,usp0000bnj,2022-04-27T17:43:02.411Z,"3 km ESE of San Giovanni Rotondo, Italy",earthquake,,,,,reviewed,us,us
1974-10-29T01:05:15.500Z,44.625,18.414,33,5.1,mb,,,,,us,usp00008kn,2022-04-27T18:06:28.760Z,"2 km W of Gnojnica, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1974-06-28T11:09:40.200Z,36.586,5.271,33,5,mb,,,,,us,usp00006xx,2022-04-27T18:21:20.536Z,"25 km SE of Bejaïa, Algeria",earthquake,,,,,reviewed,us,us
1974-06-20T09:28:33.400Z,44.352,17.714,33,5.1,mb,,,,,us,usp00006tm,2022-04-27T18:20:20.631Z,"14 km NNE of Travnik, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1973-12-20T17:44:25.800Z,38.794,14.822,272,5.1,mb,,,,,us,usp00004kh,2014-11-06T23:21:21.912Z,"24 km N of Malfa, Italy",earthquake,,,,,reviewed,us,us
1973-07-03T16:10:12.400Z,44.075,13.273,47,5.3,mb,,,,,us,usp00002hc,2014-11-06T23:21:14.086Z,"33 km NE of Fano, Italy",earthquake,,,,,reviewed,us,us
1972-11-26T16:03:11.720Z,42.917,13.453,15,5.18,mw,,,,,iscgem,iscgem767750,2022-04-26T20:37:15.749Z,"2 km NNW of Palmiano, Italy",earthquake,,9.1,0.2,,reviewed,iscgem,iscgem
1972-10-25T21:56:06.630Z,44.507,9.841,15,5.31,mw,,,,,iscgem,iscgem768689,2022-04-26T20:38:59.365Z,"6 km ENE of Borgo Val di Taro, Italy",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1972-09-16T03:53:27.660Z,40.193,19.798,15,5.17,mw,,,,,iscgem,iscgem769434,2022-04-26T20:42:18.829Z,"11 km NNE of Himarë, Albania",earthquake,,6.6,0.27,,reviewed,iscgem,iscgem
1972-04-16T10:10:06.230Z,47.804,16.053,15,5.14,mw,,,,,iscgem,iscgem774492,2022-04-26T20:52:31.582Z,"1 km N of Willendorf am Steinfelde, Austria",earthquake,,7.1,0.34,,reviewed,iscgem,iscgem
1972-03-03T21:26:52.160Z,44.574,18.497,15,5.11,mw,,,,,iscgem,iscgem775059,2022-04-26T20:54:01.506Z,"3 km NNE of Pura?i?, Bosnia and Herzegovina",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1971-07-15T01:33:26.450Z,44.791,10.376,20,5.21,mw,,,,,iscgem,iscgem782261,2022-04-26T21:10:57.073Z,"2 km NW of San Prospero, Italy",earthquake,,5.9,0.2,,reviewed,iscgem,iscgem
1971-05-06T03:45:12.930Z,41.088,15.301,15,5.16,mw,,,,,iscgem,iscgem784122,2022-04-26T21:15:08.838Z,"0 km S of Scampitella, Italy",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1970-12-01T01:02:43.900Z,36.836,9.868,15,5.14,mw,,,,,iscgem,iscgem788774,2022-04-26T21:25:49.546Z,"4 km NNE of El Battan, Tunisia",earthquake,,25,0.28,,reviewed,iscgem,iscgem
1970-09-07T20:58:53.030Z,43.97,16.124,15,5.45,mw,,,,,iscgem,iscgem791807,2022-04-26T21:31:27.357Z,"9 km SW of Knin, Croatia",earthquake,,3.8,0.42,,reviewed,iscgem,iscgem
1970-08-25T01:40:12.730Z,43.26,18.357,20,5.13,mw,,,,,iscgem,iscgem793175,2022-04-26T21:33:41.948Z,"17 km NW of Gacko, Bosnia and Herzegovina",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1970-08-19T12:19:54.000Z,43.121,10.863,15,5.18,mw,,,,,iscgem,iscgem793017,2022-04-26T21:33:38.435Z,"2 km SSE of Monterotondo Marittimo, Italy",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1970-08-19T02:01:52.090Z,41.054,19.857,15,5.27,mw,,,,,iscgem,iscgem792994,2022-04-26T21:33:36.132Z,"8 km E of Peqin, Albania",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1969-12-31T13:18:32.730Z,44.808,17.153,15,5.16,mw,,,,,iscgem,iscgem801735,2022-04-26T21:52:04.986Z,"4 km NW of Banja Luka, Bosnia and Herzegovina",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1969-10-27T08:53:41.070Z,44.893,17.109,10,5.16,mw,,,,,iscgem,iscgem803835,2022-04-26T21:55:25.301Z,"Bosnia and Herzegovina",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1969-10-27T08:10:58.360Z,44.854,17.253,15,6.1,mw,,,,,iscgem,iscgem803833,2022-04-26T21:55:19.899Z,"1 km ESE of Trn, Bosnia and Herzegovina",earthquake,,7.2,0.3,,reviewed,iscgem,iscgem
1969-10-26T15:36:52.940Z,44.813,17.339,15,6.1,mw,,,,,iscgem,iscgem803808,2022-04-26T21:55:17.088Z,"9 km ESE of Trn, Bosnia and Herzegovina",earthquake,,7.2,0.3,,reviewed,iscgem,iscgem
1969-04-08T15:48:51.800Z,40.688,19.791,15,5.16,mw,,,,,iscgem,iscgem809672,2022-04-26T22:08:20.527Z,"9 km SE of Roskovec, Albania",earthquake,,6.5,0.2,,reviewed,iscgem,iscgem
1969-04-03T22:12:22.100Z,40.578,19.986,15,5.27,mw,,,,,iscgem,iscgem809534,2022-04-26T22:07:10.206Z,"Albania",earthquake,,3.7,0.27,,reviewed,iscgem,iscgem
1968-11-03T04:49:33.400Z,42.104,19.318,15,5.48,mw,,,,,iscgem,iscgem814739,2022-04-26T22:16:58.119Z,"15 km E of Stari Bar, Montenegro",earthquake,,3.5,0.34,,reviewed,iscgem,iscgem
1968-06-18T05:27:35.430Z,45.684,7.95,10,5.12,mw,,,,,iscgem,iscgem820618,2022-04-26T22:30:33.111Z,"0 km SSW of Piedicavallo, Italy",earthquake,,6.1,0.29,,reviewed,iscgem,iscgem
1968-02-25T15:40:45.130Z,36.605,5.347,15,5.14,mw,,,,,iscgem,iscgem826714,2022-04-26T22:38:56.554Z,"21 km NW of BABOR - VILLE, Algeria",earthquake,,15.4,0.2,,reviewed,iscgem,iscgem
1968-01-15T02:01:07.580Z,37.745,12.997,15,6.07,mw,,,,,iscgem,iscgem827285,2022-04-26T22:39:55.208Z,"1 km SW of Salaparuta, Italy",earthquake,,7.8,0.25,,reviewed,iscgem,iscgem
1967-12-30T04:19:19.090Z,44.567,12.017,12.3,5.36,mw,,,,,iscgem,iscgem828911,2022-04-26T22:42:32.291Z,"2 km SSE of Longastrino, Italy",earthquake,,3.6,0.21,,reviewed,iscgem,iscgem
1966-08-20T12:05:18.580Z,42.198,18.566,15,5.59,mw,,,,,iscgem,iscgem844742,2022-04-26T23:13:08.576Z,"24 km WSW of Budva, Montenegro",earthquake,,3.8,0.36,,reviewed,iscgem,iscgem
1966-08-16T03:53:42.460Z,40.12,19.699,15,5.14,mw,,,,,iscgem,iscgem844528,2022-04-26T23:12:10.190Z,"4 km WNW of Himarë, Albania",earthquake,,7.8,0.2,,reviewed,iscgem,iscgem
1966-08-09T03:34:12.770Z,40.127,19.89,10.7,5.15,mw,,,,,iscgem,iscgem844270,2022-04-26T23:11:34.969Z,"12 km ENE of Himarë, Albania",earthquake,,6.6,0.2,,reviewed,iscgem,iscgem
1966-08-06T05:51:58.500Z,42.229,18.817,15,5.11,mw,,,,,iscgem,iscgem844178,2022-04-26T23:11:12.189Z,"6 km SSW of Budva, Montenegro",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1964-04-13T08:30:03.400Z,45.217,18.049,15,5.67,mw,,,,,iscgem,iscgem868700,2022-04-27T00:10:07.992Z,"3 km NNE of Podvinje, Croatia",earthquake,,9.1,0.3,,reviewed,iscgem,iscgem
1964-03-14T02:37:23.210Z,47.016,8.305,15,5.2,mw,,,,,iscgem,iscgem869498,2022-04-27T00:12:17.039Z,"0 km WSW of Horw, Switzerland",earthquake,,5.7,0.2,,reviewed,iscgem,iscgem
1963-09-29T22:16:35.380Z,36.024,18.057,15,5.14,mw,,,,,iscgemsup,iscgemsup873159,2022-05-09T19:23:44.684Z,"272 km ESE of Portopalo di Capo Passero, Italy",earthquake,,3.6,0.2,,reviewed,iscgemsup,iscgemsup
1963-07-19T05:46:05.200Z,43.344,8.278,15,6.1,mw,,,,,iscgem,iscgem872749,2022-04-27T00:25:18.787Z,"62 km SSE of San Lorenzo al Mare, Italy",earthquake,,10.3,0.2,,reviewed,iscgem,iscgem
